tr,country,name,germany,Q2a,Q3a,eu1,eu2,eu3,eu4,imm1,imm2,imm3,imm4,imm5,imm6,ref1,male,age,edu,income,unemployed,lrscale,eu_best,eu_worst
0,1,Hungary,0,9,6,0.5,0.5,0.75,0.75,0.25,0.75,0.25,0.25,0.25,0.25,0.25,1,45,6,2,0,1,Democratic values,The refugee crisis
0,1,Austria,0,6,3,0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.75,0.25,0.5,1,48,8,7,0,3,Influence of Europe in the world,Mass immigration
0,1,Poland,0,1,8,1,0.5,1,0.75,1,1,1,0.75,1,1,0.75,0,43,7,3,0,6,"Peace on the 
 European continent","Bureaucracy and 
 excessive regulation"
0,1,Austria,0,14,3,0,0,0,0.5,0,0,0,0,0,0,0,1,69,4,4,0,7,,Mass immigration
0,1,Hungary,0,7,6,1,0.5,0.5,0.5,0,0.5,0,0,0,0,0,0,62,3,1,1,10,The Euro currency,The refugee crisis
0,1,Poland,0,2,3,0.5,1,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0,25,3,2,0,1,Protection of the environment,Mass immigration
0,1,Poland,0,3,3,1,0.75,0.5,0.75,0.5,0.75,0.25,0.5,0.25,0.25,0.25,0,30,7,3,0,6,The EU single market,Mass immigration
0,1,Austria,0,12,5,0,0,0.25,0.25,0.5,0.5,0.25,0.25,0,0.25,0.5,1,24,6,4,0,6,Higher standards for consumers,The Euro single currency
0,1,Austria,0,5,9,0,0,0.25,0.5,0.75,0,0,1,0,0,0.75,1,55,4,4,1,7,"Removing borders 
 between states",Lack of democracy
0,1,Austria,0,5,10,0,0,0,0.75,0.75,0.75,0.75,0.75,0.75,0,0.5,1,42,7,5,0,5,"Removing borders 
 between states",Enlargement to other countries
0,1,Hungary,0,3,6,0.5,0.5,0.25,0.5,0.25,0.75,0.25,0.5,0.5,0.75,0.25,1,37,7,3,0,6,The EU single market,The refugee crisis
0,1,Poland,0,10,6,0.5,0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.25,0.75,0.5,0,27,3,3,0,5,Support for deprived regions,The refugee crisis
0,1,Austria,0,1,10,0,0.25,0.25,0.25,0.5,0.75,0.5,0.25,0.5,0,0.5,1,60,4,3,0,7,"Peace on the 
 European continent",Enlargement to other countries
0,1,Hungary,0,4,1,1,0.5,0.25,0.25,0.75,1,0.75,1,0.5,0.75,0.75,0,42,3,2,0,2,"Freedom to live and 
 work across the EU",Unemployment
0,1,Austria,0,5,10,0,0,0.75,0.75,0,1,0.25,0,0,0.75,0.5,1,36,4,5,0,3,"Removing borders 
 between states",Enlargement to other countries
0,1,Poland,0,9,6,0,0,0.75,0.75,0.25,0.75,0.5,0.25,0,0.25,0.25,0,25,4,1,1,5,Democratic values,The refugee crisis
0,1,Hungary,0,1,8,0.5,0.25,0.75,0.5,0.75,0.75,0.25,0.75,0.25,0.75,0.5,1,36,7,3,0,6,"Peace on the 
 European continent","Bureaucracy and 
 excessive regulation"
0,1,Hungary,0,11,3,0,0.5,0.5,0.5,0,0,0.25,0.25,0,1,0,0,49,3,2,0,1,Protection of workers' rights,Mass immigration
0,1,Belgium,0,5,5,0,0,0,0,0.5,0.75,0,0,0,0.25,0.25,1,24,7,4,0,5,"Removing borders 
 between states",The Euro single currency
0,1,Austria,0,3,8,0,0.25,0,0,0.75,0.5,0.5,0.25,0,0.25,0.5,1,70,5,4,0,5,The EU single market,"Bureaucracy and 
 excessive regulation"
0,1,Austria,0,9,6,1,0.5,0.75,0.25,0,0.25,0.25,0,0.25,0.25,0.25,0,46,2,4,0,6,Democratic values,The refugee crisis
0,1,Belgium,0,3,8,0,0.25,0.25,0.5,0.25,0.5,0.25,0.75,0.5,0.25,0.5,0,61,6,3,0,7,The EU single market,"Bureaucracy and 
 excessive regulation"
0,1,Austria,0,14,8,0,0,0,0.75,0.5,1,0.5,0.25,0.5,0,0.25,0,44,4,4,0,5,,"Bureaucracy and 
 excessive regulation"
0,1,Austria,0,14,5,0,0,0,0.25,0,0,0,0,0,0,0.25,1,67,5,4,0,5,,The Euro single currency
0,1,Austria,0,1,10,1,0.75,0,0.75,0.75,0.5,0.75,0.5,0.5,0.5,0.75,1,75,7,5,0,3,"Peace on the 
 European continent",Enlargement to other countries
0,1,Poland,0,5,8,0,0,0.75,0.75,0.25,0.75,0.5,0.75,0,0.25,0.5,1,20,3,2,0,7,"Removing borders 
 between states","Bureaucracy and 
 excessive regulation"
0,1,Poland,0,3,3,0,0.25,0.5,0.75,0,0.75,0,0.75,0,0,0.5,1,30,4,2,0,8,The EU single market,Mass immigration
0,1,Poland,0,3,1,1,0.75,0.25,0.75,0.75,0.25,0.75,0.25,0.25,0.25,0.75,1,44,3,2,0,5,The EU single market,Unemployment
0,1,Austria,0,5,3,1,0.25,0,0.5,0.5,0.25,0.5,0,0.25,0.5,0.5,1,37,4,4,0,5,"Removing borders 
 between states",Mass immigration
0,1,Hungary,0,5,8,0.5,0.25,0.5,0.5,0.5,1,0.5,0.5,0.5,0.75,0.75,0,28,7,2,0,7,"Removing borders 
 between states","Bureaucracy and 
 excessive regulation"
0,1,Hungary,0,5,6,1,0.5,0.25,0.75,0.25,0.75,0.25,0.75,0.5,0.25,0.25,1,54,6,1,0,5,"Removing borders 
 between states",The refugee crisis
0,1,Austria,0,14,8,0,0,0,0,0,0,0,0,0,0,0,1,54,5,6,0,7,,"Bureaucracy and 
 excessive regulation"
0,1,Belgium,0,4,6,0.5,0.5,0.25,0,0.5,0.25,0.5,0.5,0.5,0.25,0.5,1,73,5,4,0,4,"Freedom to live and 
 work across the EU",The refugee crisis
0,1,Austria,0,5,5,0,0,0,0,0.25,0.5,0.5,0,0,0,0.25,1,37,5,7,0,7,"Removing borders 
 between states",The Euro single currency
0,1,Austria,0,5,8,1,0.5,0.5,0.75,0.5,0.75,0.5,0.25,0.5,0.25,0.5,1,41,8,5,0,5,"Removing borders 
 between states","Bureaucracy and 
 excessive regulation"
0,1,Austria,0,4,6,0.5,0,0,0,0.75,0.5,0.75,0,0,0.5,0.5,0,45,3,3,0,4,"Freedom to live and 
 work across the EU",The refugee crisis
0,1,Austria,0,14,3,0,0.5,0.75,0.75,0.25,0.75,0.75,0.5,0.75,0.5,0,1,19,4,5,0,5,,Mass immigration
0,1,Austria,0,3,5,0,0,0,0.25,0.25,0.75,0.75,0.25,0,0.5,0.5,1,61,2,5,0,5,The EU single market,The Euro single currency
0,1,Hungary,0,5,4,0.5,0.5,0.5,0.5,0.5,1,0.5,0.75,0.75,0.75,0.25,1,57,6,1,0,4,"Removing borders 
 between states",Economic austerity
0,1,Austria,0,14,3,0,0.5,0,0.5,0.5,0.5,0.75,0.75,0,0,0.5,0,25,5,2,0,5,,Mass immigration
0,1,Austria,0,4,4,1,0.25,0.75,0.75,0.5,0.25,0.5,0.25,0.25,0.25,0.5,0,48,5,3,0,4,"Freedom to live and 
 work across the EU",Economic austerity
0,1,Poland,0,1,8,1,0,0,0.25,0,0.5,0.25,0.75,0.5,0.75,0.75,1,20,3,2,0,6,"Peace on the 
 European continent","Bureaucracy and 
 excessive regulation"
0,1,Hungary,0,5,8,1,0.25,0.75,0.75,0.75,1,0.5,1,0.75,0.75,0.5,1,40,6,2,0,3,"Removing borders 
 between states","Bureaucracy and 
 excessive regulation"
0,1,Hungary,0,1,9,0.5,0,0.75,0.5,0,1,0,1,1,0.25,0.75,1,47,7,3,0,7,"Peace on the 
 European continent",Lack of democracy
0,1,Poland,0,5,3,0,0.75,0,0.75,0,0,0,0,0,0,0,1,44,3,3,0,5,"Removing borders 
 between states",Mass immigration
0,1,Hungary,0,1,6,0.5,0.5,0.75,0.5,0.5,0.75,0.5,0.75,0.5,0.25,0.5,0,58,7,3,0,5,"Peace on the 
 European continent",The refugee crisis
0,1,Austria,0,9,6,0,0.75,0.25,1,0.75,0.75,0.5,1,0.75,0.25,0.5,0,18,5,3,0,1,Democratic values,The refugee crisis
0,1,Poland,0,4,5,0,0.5,0.5,0.5,0.25,0.5,0.5,0.25,0.5,0.25,0.5,0,37,6,2,0,5,"Freedom to live and 
 work across the EU",The Euro single currency
0,1,Hungary,0,5,10,0.5,0.75,0.25,0,0,0.5,0,0,0,0,0.5,0,35,7,3,0,7,"Removing borders 
 between states",Enlargement to other countries
0,1,Belgium,0,8,8,0.5,0.25,0.5,0.25,0.75,0.75,0.5,0.75,0.75,0.5,0.5,0,70,5,5,0,3,A European identity,"Bureaucracy and 
 excessive regulation"
0,1,Hungary,0,4,2,0.5,0,0.75,0.5,0.5,0.75,0.5,0.75,0.75,0.75,0.5,1,26,6,1,0,4,"Freedom to live and 
 work across the EU",Loss of national sovereignty
0,1,Austria,0,1,8,1,0,1,0.75,0.75,1,0.75,0.75,0.25,0.75,0.75,1,65,5,6,0,5,"Peace on the 
 European continent","Bureaucracy and 
 excessive regulation"
0,1,Hungary,0,14,6,0,0,0.75,0.25,0,0.75,0,0,0,0,0,1,45,6,4,0,10,,The refugee crisis
0,1,Hungary,0,4,1,1,1,0.75,0.5,0.5,0.75,0.5,0.5,0.5,0.5,0.5,0,58,7,1,0,4,"Freedom to live and 
 work across the EU",Unemployment
0,1,Hungary,0,6,1,1,0.75,0.25,0.5,0.75,0.25,0.75,0.25,0.25,0.5,0.75,1,36,6,2,0,5,Influence of Europe in the world,Unemployment
0,1,Poland,0,4,6,0.5,0,0.5,0.5,0,0.5,0.25,0.5,0.25,0,0.25,0,42,8,3,0,1,"Freedom to live and 
 work across the EU",The refugee crisis
0,1,Poland,0,4,12,0.5,1,1,1,1,1,1,1,1,1,1,0,24,6,3,0,10,"Freedom to live and 
 work across the EU",None
0,1,Poland,0,3,6,0,0.25,0.25,0.25,0,0.5,0.5,0.5,0,0.5,0,1,34,6,3,0,2,The EU single market,The refugee crisis
0,1,Hungary,0,10,2,0,0.5,0.5,0.75,0.25,0.25,0,0.25,0,0.25,0,0,43,6,1,1,5,Support for deprived regions,Loss of national sovereignty
0,1,Austria,0,1,8,0.5,0.75,0.75,0.5,0.75,0.75,0.75,0.5,0.5,0.75,0.5,0,70,5,5,0,7,"Peace on the 
 European continent","Bureaucracy and 
 excessive regulation"
0,1,Austria,0,1,6,0,0.75,0,0.5,0.25,0.25,0.5,0.25,0.25,0,0.5,1,56,5,4,0,5,"Peace on the 
 European continent",The refugee crisis
0,1,Spain,0,8,8,0,0,0.75,0.5,0.75,1,0.5,0.75,0.25,1,0.5,1,43,3,3,0,2,A European identity,"Bureaucracy and 
 excessive regulation"
0,1,Spain,0,10,9,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0.5,0.75,0.75,0.75,1,29,6,3,0,1,Support for deprived regions,Lack of democracy
0,1,Poland,0,4,3,0.5,0.75,0.25,0.75,0.25,0.25,0.25,0.25,0.25,0,0.25,1,30,6,3,0,7,"Freedom to live and 
 work across the EU",Mass immigration
0,0,United Kingdom,,3,8,0,0,0.25,0.25,0.75,0.75,0.75,0.75,0.5,0.5,0.5,0,71,2,3,0,8,The EU single market,"Bureaucracy and 
 excessive regulation"
0,1,Austria,0,4,9,0,0,0.25,0,0.25,0.5,0.25,0.25,0,0.5,0.5,1,33,7,3,0,5,"Freedom to live and 
 work across the EU",Lack of democracy
0,1,Spain,0,8,9,1,0.75,0.25,1,1,0.5,0.5,0.25,0.25,0.25,0.75,0,29,7,4,0,2,A European identity,Lack of democracy
0,1,Spain,0,4,8,0.5,0.75,0.25,0.75,0.75,0.5,0.75,0.75,0.75,0.5,0.5,1,37,6,4,0,3,"Freedom to live and 
 work across the EU","Bureaucracy and 
 excessive regulation"
0,1,Austria,0,14,6,0,0,0,0,0,0.5,0.25,0,0,0,0,1,43,7,6,0,7,,The refugee crisis
0,1,Spain,0,7,2,0,0.5,0.75,0.5,0,0.5,0.75,0.5,0,0.5,0.25,0,28,5,3,0,6,The Euro currency,Loss of national sovereignty
0,1,Hungary,0,9,3,1,0,0.75,0.5,0,1,0,1,0.25,0.25,0.25,0,63,3,2,0,5,Democratic values,Mass immigration
0,1,Spain,0,13,4,0,0.5,0.25,0.5,0.5,0.25,0.5,0.5,0.5,0.25,0.5,0,42,4,1,0,5,,Economic austerity
0,1,Poland,0,9,6,0.5,0,0.75,1,0.75,0.75,0.75,0.75,0.75,0.5,0.75,1,46,7,4,0,5,Democratic values,The refugee crisis
0,1,Spain,0,4,6,1,0.75,0.25,0.5,0.75,0.75,0.75,0.5,0.75,0.25,0.25,1,40,4,3,0,3,"Freedom to live and 
 work across the EU",The refugee crisis
0,1,Austria,0,7,1,0,0.25,0.25,0.5,0,0.25,0,0.5,0.25,0.25,0.5,0,46,5,3,0,5,The Euro currency,Unemployment
0,0,United Kingdom,,14,12,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,34,7,1,0,5,,None
0,1,Poland,0,4,12,1,1,1,0.25,1,1,0.75,1,0,1,0.75,1,28,7,4,0,0,"Freedom to live and 
 work across the EU",None
0,0,United Kingdom,,4,6,0.5,0.5,0.5,0.5,0.75,1,0.75,0.5,0.5,0.5,0.75,0,51,3,3,0,5,"Freedom to live and 
 work across the EU",The refugee crisis
0,1,Poland,0,6,8,0.5,0.25,0.75,0.75,0.25,0.25,0.25,0.25,0,0,0.5,0,50,3,2,0,8,Influence of Europe in the world,"Bureaucracy and 
 excessive regulation"
0,1,Belgium,0,5,8,1,0.25,0.25,0.5,0.5,0.5,0.5,1,1,0.5,0.25,0,75,3,5,0,8,"Removing borders 
 between states","Bureaucracy and 
 excessive regulation"
0,1,Spain,0,3,6,0.5,0.25,0.25,0.5,0.25,0.25,0,0,0,0,0.25,1,37,5,3,1,5,The EU single market,The refugee crisis
0,0,United Kingdom,,4,5,0.5,0,0.75,0.75,0.75,0.75,0.75,1,0.25,0,0.75,1,62,6,4,0,3,"Freedom to live and 
 work across the EU",The Euro single currency
0,1,Austria,0,5,8,0,0,0.75,0.75,1,1,1,1,1,0.75,1,1,48,5,3,0,2,"Removing borders 
 between states","Bureaucracy and 
 excessive regulation"
0,1,Poland,0,14,6,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,25,3,2,0,5,,The refugee crisis
0,1,Austria,0,5,3,0,0,0,0.25,0,1,0,0,0,0,0,1,30,3,5,0,7,"Removing borders 
 between states",Mass immigration
0,1,Spain,0,8,8,1,1,0.5,1,0.75,0.75,1,1,1,0.5,0.5,0,69,4,3,0,2,A European identity,"Bureaucracy and 
 excessive regulation"
0,1,Austria,0,5,10,0,0.5,0.25,0.25,0.5,0.75,0.5,0.25,0.75,0.5,0.5,0,28,5,3,0,5,"Removing borders 
 between states",Enlargement to other countries
0,1,Austria,0,1,3,0,0.25,0.25,0.5,0.25,0.5,0.25,0.25,0.25,0.25,0.5,1,58,3,4,0,6,"Peace on the 
 European continent",Mass immigration
0,1,Poland,0,10,3,0.5,0.25,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0.5,0.5,1,63,3,5,0,6,Support for deprived regions,Mass immigration
0,1,Poland,0,5,6,0.5,0.75,0.5,0.5,0.5,0.75,0.25,0.75,0,0.75,0.5,1,45,3,1,0,5,"Removing borders 
 between states",The refugee crisis
0,1,Hungary,0,1,3,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0,0,0.25,1,31,2,1,0,5,"Peace on the 
 European continent",Mass immigration
0,1,Poland,0,5,1,0.5,0.25,0,0.25,0.75,0.5,0.5,0.5,0.25,0.5,0.5,1,42,7,1,0,5,"Removing borders 
 between states",Unemployment
0,0,United Kingdom,,4,8,0,0,0,0,0.25,0,0.5,0.5,0,0,0.5,1,41,3,5,0,7,"Freedom to live and 
 work across the EU","Bureaucracy and 
 excessive regulation"
0,1,Poland,0,10,8,0.5,0.75,0.5,0.75,0.5,0.75,0.75,0.75,0.75,0.75,0.75,1,38,2,2,0,2,Support for deprived regions,"Bureaucracy and 
 excessive regulation"
0,1,Austria,0,5,9,0.5,0.75,0.25,0.5,0.5,0.5,0,0.5,1,0.5,0.5,0,28,8,4,0,5,"Removing borders 
 between states",Lack of democracy
0,1,Austria,0,7,2,1,1,1,1,0.75,1,0.5,1,0.25,0.75,0.75,1,40,4,4,0,5,The Euro currency,Loss of national sovereignty
0,1,Austria,0,7,6,0,0,0,0,0,0,0.25,0,0.25,0,0,0,48,4,,1,5,The Euro currency,The refugee crisis
0,1,Belgium,0,5,10,0,0,0,0.25,0,1,0,0,0,0,0.5,1,26,6,4,0,6,"Removing borders 
 between states",Enlargement to other countries
0,1,Hungary,0,5,3,0,0.25,0.5,0.75,0.25,0.25,0.25,0,0,0.25,0.25,1,64,7,3,0,5,"Removing borders 
 between states",Mass immigration
0,1,Austria,0,14,8,0,0,0,0.5,0.25,0.25,0.25,0,0.25,0.25,0.5,1,22,2,4,1,7,,"Bureaucracy and 
 excessive regulation"
0,1,Austria,0,1,6,0,0.25,0.75,0.75,0.5,0.5,0.5,0.25,0.25,0.25,0.5,0,69,5,5,0,7,"Peace on the 
 European continent",The refugee crisis
0,1,Poland,0,5,6,0,0.5,0.75,0.75,0.75,1,0.5,1,0,1,0.5,0,36,4,3,0,5,"Removing borders 
 between states",The refugee crisis
0,1,Hungary,0,1,8,0,0.5,0.75,0.5,0.5,1,0.5,0.5,0.75,0.75,0.5,0,52,6,2,0,5,"Peace on the 
 European continent","Bureaucracy and 
 excessive regulation"
0,1,Poland,0,4,6,0,0.25,0.5,0.75,0.25,0.75,0.25,0.75,0.25,0.25,0.25,0,32,7,2,0,8,"Freedom to live and 
 work across the EU",The refugee crisis
0,1,Poland,0,4,5,0,0.25,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,34,7,2,0,5,"Freedom to live and 
 work across the EU",The Euro single currency
0,1,Hungary,0,5,6,0,0,0.75,0.75,0.25,0.75,0.75,0.25,0.25,0.25,0.25,0,26,7,1,0,5,"Removing borders 
 between states",The refugee crisis
0,1,Hungary,0,10,12,1,0,0.75,0.75,0.5,1,0.5,0.75,0.75,1,0.5,0,23,4,2,0,5,Support for deprived regions,None
0,1,Poland,0,3,1,0.5,0.25,0.5,0.5,0.25,0.5,0.25,0.5,0.25,0.5,0.5,1,26,7,3,0,5,The EU single market,Unemployment
0,1,Poland,0,5,8,0,0.25,0.75,0.75,0.25,0,0.25,0.25,0.25,0,0.25,1,36,3,3,0,5,"Removing borders 
 between states","Bureaucracy and 
 excessive regulation"
0,1,Poland,0,4,8,0,0.25,0.75,0.75,0,0.75,0.25,0.75,0.25,0.75,0.25,0,36,7,3,0,8,"Freedom to live and 
 work across the EU","Bureaucracy and 
 excessive regulation"
0,1,Hungary,0,3,8,0,0.25,0.75,0.5,0.5,0.5,0.75,0.75,1,0.5,0.5,0,28,7,3,0,7,The EU single market,"Bureaucracy and 
 excessive regulation"
0,1,Poland,0,1,3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,1,30,6,2,0,0,"Peace on the 
 European continent",Mass immigration
0,1,Spain,0,4,6,0.5,0.25,0.25,0.5,0.5,0,0.25,0.25,0,0.5,0.75,1,22,6,2,0,5,"Freedom to live and 
 work across the EU",The refugee crisis
0,1,Hungary,0,1,6,0.5,0,0.25,0.5,0,0.75,0.25,0.25,0,0,0.25,1,22,3,3,0,5,"Peace on the 
 European continent",The refugee crisis
0,1,Austria,0,1,1,1,0.75,0.25,0.5,0.75,1,0.75,1,0.75,0.75,0.75,1,42,6,3,1,2,"Peace on the 
 European continent",Unemployment
0,1,Hungary,0,3,6,0.5,0,0.5,0.25,0,0.5,0,0.25,0.25,0.25,0.25,1,23,3,1,0,8,The EU single market,The refugee crisis
0,1,Austria,0,7,12,1,1,0.5,0.5,0.75,1,0.75,0.75,0.75,1,1,1,44,3,6,0,3,The Euro currency,None
0,1,Spain,0,7,6,0.5,0.75,0,0.75,0,0,0,0,0.25,0,0.5,1,49,5,3,0,1,The Euro currency,The refugee crisis
0,1,Austria,0,7,8,0,0,0.25,0,0.25,0.75,0,0.25,0,0,0.5,0,56,6,,0,7,The Euro currency,"Bureaucracy and 
 excessive regulation"
0,1,Poland,0,5,8,1,0.75,0.75,0.5,0.5,0.75,0.25,0.75,0,0.25,0.5,1,29,7,1,0,4,"Removing borders 
 between states","Bureaucracy and 
 excessive regulation"
0,0,United Kingdom,,14,6,0,0,0,0.25,0,0,0.25,0.25,0.25,0,0,0,63,3,1,0,5,,The refugee crisis
0,1,Poland,0,13,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,18,3,7,0,4,,Unemployment
0,1,Austria,0,4,3,0,0,0,0.25,0.5,0.75,0.5,0,0.75,0.25,0.75,1,57,3,3,0,7,"Freedom to live and 
 work across the EU",Mass immigration
0,0,United Kingdom,,6,12,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,19,2,5,0,5,Influence of Europe in the world,None
0,0,United Kingdom,,14,12,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.75,0.5,0.5,0.5,0,24,3,5,0,5,,None
0,1,Spain,0,14,9,1,1,0.5,0.75,0.75,0.75,0.75,0.25,0.25,0.75,0.5,1,56,8,7,0,5,,Lack of democracy
0,1,Belgium,0,7,5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,45,3,3,0,5,The Euro currency,The Euro single currency
0,0,United Kingdom,,10,8,0,0,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.75,0.5,0,64,2,5,0,1,Support for deprived regions,"Bureaucracy and 
 excessive regulation"
0,1,Poland,0,1,8,1,0.75,0.75,0.75,0.5,0.5,0.5,0.5,0,0.75,0.25,1,28,7,3,0,2,"Peace on the 
 European continent","Bureaucracy and 
 excessive regulation"
0,1,Spain,0,5,6,0,0.75,0,0.25,0,0.25,0,0,0,0,0,1,68,5,3,0,10,"Removing borders 
 between states",The refugee crisis
0,1,Poland,0,4,1,0,0.5,1,1,0.5,0.5,0.5,0.5,0,0.5,0.5,1,53,3,2,0,10,"Freedom to live and 
 work across the EU",Unemployment
0,1,Austria,0,1,9,1,1,0.75,0.75,0.75,1,0.75,0.75,0.75,0.75,0.5,1,55,7,5,0,5,"Peace on the 
 European continent",Lack of democracy
0,1,Austria,0,7,2,0,0,0,0.25,0.5,0,0.25,0,0,0.25,0.5,0,58,5,3,0,7,The Euro currency,Loss of national sovereignty
0,1,Hungary,0,1,6,0,0,0.5,0.5,0,1,0.25,1,0,0.5,0.5,0,49,7,1,0,5,"Peace on the 
 European continent",The refugee crisis
0,1,Hungary,0,4,6,0,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,1,34,7,2,0,5,"Freedom to live and 
 work across the EU",The refugee crisis
0,1,Hungary,0,1,6,0,0,0,0.5,0,0,0,0,0,0,0,1,33,8,4,0,7,"Peace on the 
 European continent",The refugee crisis
0,1,Austria,0,5,3,0,0,0.5,0.5,0.25,0.5,0.25,0.25,0.5,0.25,0.5,1,46,4,5,0,5,"Removing borders 
 between states",Mass immigration
0,1,Poland,0,5,3,0,0.5,0.75,0.25,0.5,0.75,0.25,0.75,0,0.75,0.75,0,68,3,3,0,3,"Removing borders 
 between states",Mass immigration
0,1,Austria,0,7,6,0,0.25,0.5,0.25,0.25,0.25,0.5,0,0,0,0,1,43,4,4,0,4,The Euro currency,The refugee crisis
0,1,Belgium,0,4,5,0.5,0.75,0.25,0.75,0.75,0.5,0.75,0.25,0.25,0.5,0.5,1,54,3,5,0,7,"Freedom to live and 
 work across the EU",The Euro single currency
0,1,Spain,0,8,1,1,0.75,0.25,0.5,0.25,0.75,0.25,0.25,0.25,0.5,0.5,0,45,6,3,0,7,A European identity,Unemployment
0,1,Austria,0,7,6,0,0,0.25,0.75,0.75,0.25,0.25,0.25,0,0,0,0,50,2,4,0,5,The Euro currency,The refugee crisis
0,1,Hungary,0,14,2,0,0,0.5,0.75,0,0.25,0,0.25,0,0,0.25,1,72,7,1,0,0,,Loss of national sovereignty
0,1,Austria,0,1,5,0,0,0,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0.5,1,57,5,6,0,6,"Peace on the 
 European continent",The Euro single currency
0,1,Poland,0,1,6,1,0.25,0.5,0.5,0,0,0,0.25,0,0,0.25,1,51,3,1,0,5,"Peace on the 
 European continent",The refugee crisis
0,1,Hungary,0,9,6,0.5,0.5,0.75,0.5,0.25,0.75,0.25,0.75,0.5,0.5,0.5,1,53,7,4,0,5,Democratic values,The refugee crisis
0,1,Hungary,0,11,6,0.5,0.25,0.5,0.25,0,0.75,0,0,0,0,0.25,1,42,6,3,0,5,Protection of workers' rights,The refugee crisis
0,1,Hungary,0,4,7,0.5,0.5,0.75,0.75,0,0,0,0,0,0,0,1,39,2,2,0,5,"Freedom to live and 
 work across the EU",Removing borders between states
0,1,Hungary,0,10,3,0,0.5,0.5,0.75,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0,40,4,2,0,5,Support for deprived regions,Mass immigration
0,1,Poland,0,8,8,0,0,0.5,0.5,0.25,0.75,0.5,0.5,0.25,0.75,0.5,0,25,7,3,0,5,A European identity,"Bureaucracy and 
 excessive regulation"
0,0,United Kingdom,,11,3,0,0,0,0,0,0.5,0.25,0.25,0,0,0.25,0,70,2,2,0,1,Protection of workers' rights,Mass immigration
0,1,Spain,0,3,11,0,0.5,0.5,0.5,0.25,0.25,0,0.25,0,0,0.5,0,35,6,4,0,5,The EU single market,Other
0,1,Spain,0,7,3,1,1,0,0.5,0.5,0,0,0,0,0,0.25,1,40,5,4,0,5,The Euro currency,Mass immigration
0,1,Spain,0,6,1,0.5,0.75,0.5,0.75,1,0,0.75,0,0.25,0.25,0.75,1,35,5,3,0,7,Influence of Europe in the world,Unemployment
0,1,Austria,0,1,8,0.5,0.25,0.5,0.75,0.75,0.75,0.75,0.5,1,0.25,0.5,1,40,3,3,0,6,"Peace on the 
 European continent","Bureaucracy and 
 excessive regulation"
0,1,Austria,0,4,6,0.5,0.25,1,1,1,1,1,1,1,1,1,0,35,7,5,0,1,"Freedom to live and 
 work across the EU",The refugee crisis
0,1,Austria,0,6,4,0.5,0.25,0.25,0.25,0.5,0.5,0.5,0.25,0.25,0.5,0.5,0,43,7,2,0,6,Influence of Europe in the world,Economic austerity
0,1,Spain,0,4,3,0.5,0.75,0.75,1,0.5,0.25,0.5,0.25,0,0.25,0.5,0,50,6,5,0,10,"Freedom to live and 
 work across the EU",Mass immigration
0,1,Poland,0,14,12,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,50,3,1,0,5,,None
0,1,Hungary,0,7,3,0.5,0.5,0.5,0.25,0.25,0.25,0.75,0.5,0.25,0.25,0.25,1,31,7,3,0,7,The Euro currency,Mass immigration
0,1,Poland,0,5,8,0,0.5,0.75,0.75,0.5,0.75,0.75,0.75,0.75,0.5,0.5,0,36,7,3,0,4,"Removing borders 
 between states","Bureaucracy and 
 excessive regulation"
0,1,Hungary,0,9,6,0.5,0.25,0.5,0.5,0.25,0.5,0.5,0.25,0,0.5,0.25,0,25,7,3,1,5,Democratic values,The refugee crisis
0,1,Poland,0,4,6,0.5,0,0.75,0.75,0.5,0.25,0.25,0.5,0.25,0.25,0.5,1,39,7,3,0,4,"Freedom to live and 
 work across the EU",The refugee crisis
0,1,Poland,0,1,3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,18,2,2,0,5,"Peace on the 
 European continent",Mass immigration
0,1,Austria,0,14,6,0.5,0,0,0.25,0,0,0,0,0,0,0.25,0,55,4,3,0,5,,The refugee crisis
0,1,Belgium,0,3,8,1,0.75,0.5,0.25,0.5,1,0.75,0.75,0.5,0.75,0.5,0,50,7,5,0,6,The EU single market,"Bureaucracy and 
 excessive regulation"
